ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
14	YBL049W	62	1.21e-13	1.09e-11	0.085557446	0.011537807	3.598059813	0.496726653	0.03789818	-0.00263082	0.021658728	0.021658728	MOH1	MOH1	YBL049W	biological process unknown || molecular function unknown || YBL049W || 1081344	-13.03	0	0.67	down	up	yes	0	1.21e-09	4.42	1.11	1	NA	up	no	ESR_up
15	YOR173W	433	1.2e-05	0.000154567	0.080356864	0.018353202	4.628062117	0.572432054	0.012872738	0.137825907	0.011072157	0.137825907	DCS2	DCS2	YOR173W	biological process unknown || molecular function unknown || YOR173W || 1082030	-12.74	0	0.68	down	up	yes	0	7.47e-10	3.93	1.14	1	NA	up	no	ESR_up
16	YNL117W	332	2.29e-06	3.86e-05	0.077313283	0.016359926	2.913339012	0.434700103	0.064613976	0.055128526	0.037342516	0.055128526	MLS1	MLS1	YNL117W	glyoxylate cycle || malate synthase activity || YNL117W || 1086587	-12.37	0	0.11	down	NA	NA	0.0694	0.0494	3.33	2.67	1	NA	up	no	ESR_up
17	YLR174W	267	4.85e-07	1.02e-05	0.037080969	0.007368919	4.526546486	0.186159054	0.012557677	0.008244694	0.011735999	0.011735999	IDP2	IDP2	YLR174W	glutamate biosynthesis* || isocitrate dehydrogenase (NADP+) activity || YLR174W || 1083584	-12.27	0	0.24	down	NA	NA	0.00393	0.00265	2.4	1.65	1	NA	up	no	ESR_up
18	YPL223C	3	8.58e-32	1.6e-28	0.149629924	0.012752301	3.621381509	1.347579167	0.051469472	0.013322731	0.021285509	0.021285509	GRE1	GRE1	YPL223C	response to stress* || molecular function unknown || YPL223C || 1086679	-12.15	0	0.46	down	NA	yes	0	4.73e-06	3.41	1.18	1	NA	up	no	ESR_up
19	YDR171W	153	9.06e-09	3.31e-07	0.11253136	0.019579473	5.75075704	1.130166432	0.006535318	0.164973964	0.007939157	0.164973964	HSP42	HSP42	YDR171W	response to stress* || unfolded protein binding || YDR171W || 1085622	-11.9	0	0.73	down	up	yes	0	3.98e-11	3.41	0.96	1	NA	up	no	ESR_up
20	YNL160W	164	1.31e-08	4.48e-07	0.143252632	0.025201446	6.149797598	1.532552211	0.004482613	0.279660114	0.007928288	0.279660114	YGP1	YGP1	YNL160W	response to stress* || molecular function unknown || YNL160W || 1084970	-11.75	0	0.36	down	up	NA	0.00019	0.000126	3.42	1.42	1	NA	up	no	ESR_up
21	YPR160W	382	5.83e-06	8.55e-05	0.104588423	0.023076206	6.084650387	1.089190169	0.003554281	0.234685602	0.007911013	0.234685602	GPH1	GPH1	YPR160W	glycogen catabolism || glycogen phosphorylase activity || YPR160W || 1086125	-11.54	0	0.51	down	NA	yes	0	8.74e-07	2.59	1.19	1	NA	up	no	ESR_up
22	YOL052C-A	131	2.11e-09	9e-08	0.140863306	0.023518755	3.826182756	2.765228701	0.066821812	0.180643479	0.018347563	0.180643479	DDR2	DDR2	YOL052C-A	response to stress || molecular function unknown || YOL052C-A || 1081749	-11.36	0	0.77	down	NA	yes	0	1.58e-12	2.99	0.98	1	NA	up	no	ESR_up
23	YGR256W	49	4.27e-15	4.88e-13	0.112377462	0.014321679	4.069289725	0.842209816	0.02585351	0.065910732	0.015545797	0.065910732	GND2	GND2	YGR256W	glucose metabolism || phosphogluconate dehydrogenase (decarboxylating) activity || YGR256W || 1080627	-11.18	0	0.56	down	up	yes	0	1.63e-07	2.94	1.09	1	NA	up	no	ESR_up
24	YIL136W	183	3.67e-08	1.12e-06	0.074947667	0.013611836	4.526381756	0.408807672	0.014866373	0.06802685	0.01173713	0.06802685	OM45	OM45	YIL136W	biological process unknown || molecular function unknown || YIL136W || 1082389	-11.18	0	0.55	down	up	yes	0	1.95e-07	2.48	1.05	1	NA	up	no	ESR_up
25	YCR021C	2196	0.037613684	0.095866935	0.125290333	0.060263554	5.290780368	1.988006846	0.012426113	1.612355949	0.008467724	1.612355949	HSP30	HSP30	YCR021C	response to stress || molecular function unknown || YCR021C || 1083695	-10.96	0	0.56	down	NA	yes	0	1.51e-07	2.62	1.02	1	NA	NA	no	ESR_up
26	YOL084W	415	1.01e-05	0.000135567	0.087153544	0.019735451	6.140464608	0.814018818	0.003759806	0.170492992	0.007925956	0.170492992	PHM7	PHM7	YOL084W	biological process unknown || molecular function unknown || YOL084W || 1083709	-10.66	0	0.53	down	up	yes	0	4.79e-07	4.04	0.97	1	NA	up	no	ESR_up
27	YGL205W	1069	0.001862023	0.009749056	0.054624172	0.017556137	2.734227283	0.404891456	0.094459809	-0.017569734	0.043433615	0.043433615	POX1	POX1	YGL205W	fatty acid beta-oxidation || acyl-CoA oxidase activity || YGL205W || 1086172	-10.58	0	0.36	down	NA	NA	0.00017	0.000109	1.5	1.2	1	NA	up	no	ESR_up
28	YBR169C	128	1.49e-09	6.53e-08	0.051300016	0.008486121	6.139121686	0.316911567	0.002520179	0.029698228	0.007925614	0.029698228	SSE2	SSE2	YBR169C	protein folding || molecular function unknown || YBR169C || 1083474	-10.58	0	0.77	down	up	yes	0	2.94e-12	2.99	0.89	1	NA	up	no	ESR_up
29	YNL093W	283	7.81e-07	1.54e-05	0.133762362	0.027076466	1.875788242	1.3775666	0.205160397	0.122836394	0.092081639	0.122836394	YPT53	YPT53	YNL093W	endocytosis* || GTPase activity || YNL093W || 1084631	-10.51	0	0.78	down	NA	yes	0	7.4e-13	2.87	0.86	1	NA	up	no	ESR_up
30	YLL026W	113	3.55e-10	1.76e-08	0.066389228	0.010583954	7.602881759	0.524515431	0.000631178	0.049485408	0.009027176	0.049485408	HSP104	HSP104	YLL026W	response to stress* || chaperone binding* || YLL026W || 1085018	-10.48	0	0.76	down	up	yes	0	3.96e-12	2.83	0.84	1	NA	up	no	ESR_up
31	YFL030W	92	3.48e-11	2.12e-09	0.065599459	0.009902081	4.942181219	0.241711726	0.007579447	0.036287617	0.009461369	0.036287617	AGX1	AGX1	YFL030W	glycine biosynthesis || alanine-glyoxylate transaminase activity || YFL030W || 1084273	-10.41	0	0.34	down	NA	NA	0.00032	0.000215	0.39	1.22	1	NA	up	no	ESR_up
32	YLR377C	767	0.000317998	0.002322533	0.075146456	0.020872978	2.425707475	0.500447716	0.138254038	-0.026386583	0.056665087	0.056665087	FBP1	FBP1	YLR377C	gluconeogenesis || fructose-bisphosphatase activity || YLR377C || 1086804	-10.34	0	0.15	down	NA	NA	0.0319	0.0213	1.87	1.66	1	NA	up	no	ESR_up
33	YGL156W	229	1.43e-07	3.5e-06	0.090937755	0.017284987	5.876498807	0.699677271	0.003942343	0.129724514	0.007885145	0.129724514	AMS1	AMS1	YGL156W	carbohydrate metabolism* || alpha-mannosidase activity || YGL156W || 1085375	-10.22	0	0.84	down	up	yes	0	3.89e-15	3.02	0.82	1	NA	up	no	ESR_up
34	YGR088W	532	3.5e-05	0.000368447	0.089468976	0.021620849	6.295650184	0.95625004	0.003285882	0.205851246	0.007973806	0.205851246	CTT1	CTT1	YGR088W	response to stress || catalase activity || YGR088W || 1080876	-10.15	0	0.53	down	up	yes	0	5.52e-07	3.24	1	1	NA	up	no	ESR_up
35	YDL085W	198	5.53e-08	1.56e-06	0.103155582	0.018985703	3.231653755	0.821115718	0.066772412	0.094492178	0.028773134	0.094492178	NDE2	NDE2	YDL085W	ethanol fermentation* || NADH dehydrogenase activity || YDL085W || 1082045	-10.09	0	0.55	down	NA	yes	0	2.29e-07	2.4	0.94	1	NA	up	no	ESR_up
36	YGR248W	590	6.81e-05	0.000646101	0.097951509	0.024593625	4.323780778	0.949969094	0.030151545	0.240450292	0.013251738	0.240450292	SOL4	SOL4	YGR248W	biological process unknown || 6-phosphogluconolactonase activity || YGR248W || 1080701	-10.01	0	0.51	down	up	yes	0	9.22e-07	3.34	0.98	1	NA	up	no	ESR_up
37	YHR137W	10	3.61e-25	2.02e-22	0.172070007	0.016602396	3.267223328	1.554131342	0.082911378	0.040406819	0.027967519	0.040406819	ARO9	ARO9	YHR137W	aromatic amino acid family metabolism || aromatic-amino-acid transaminase activity || YHR137W || 1086520	-9.97	0	0.28	down	up	NA	0.0013	0.000951	2.12	1.34	1	NA	up	no	ESR_up
38	YER065C	778	0.000353288	0.002541588	0.019014795	0.005322214	5.425499029	0.068926923	0.004453305	0.004824968	0.008219428	0.008219428	ICL1	ICL1	YER065C	glyoxylate cycle || isocitrate lyase activity || YER065C || 1081617	-9.85	0	0.11	down	NA	NA	0.0688	0.0489	1.86	1.81	1	NA	up	no	ESR_up
39	YMR174C	627	0.000101567	0.000906651	0.116587965	0.029995738	2.146464577	0.684395402	0.133449644	0.269086369	0.072411456	0.269086369	PAI3	PAI3	YMR174C	vacuolar protein catabolism || endopeptidase inhibitor activity || YMR174C || 1086588	-9.8	0	0.71	down	up	yes	0	1.07e-10	2.43	0.79	0.999	NA	up	no	ESR_up
40	YKL163W	15	6.59e-22	2.47e-19	0.12592096	0.013089734	5.56192857	1.225348527	0.007016323	0.069639873	0.00806514	0.069639873	PIR3	PIR3	YKL163W	cell wall organization and biogenesis || structural constituent of cell wall || YKL163W || 1084812	-9.73	0	0.42	down	NA	NA	4e-05	2.05e-05	2.16	1	1	NA	up	no	ESR_up
41	YDR070C	118	5.21e-10	2.47e-08	0.11197598	0.018023615	2.978001395	0.823547186	0.081189218	0.064145516	0.035385441	0.064145516	FMP16	YDR070C	YDR070C	biological process unknown || molecular function unknown || YDR070C || 1083116	-9.72	0	0.54	down	up	yes	0	3.1e-07	2.68	0.9	1	NA	NA	no	ESR_up
42	YMR196W	490	2.46e-05	0.000280505	0.063424622	0.015035337	6.618351049	0.419114999	0.001619502	0.099517941	0.008226443	0.099517941	YMR196W	YMR196W	YMR196W	biological process unknown || molecular function unknown || YMR196W || 1083754	-9.68	0	0.63	down	up	yes	0	7.82e-09	2.45	0.84	1	NA	up	no	ESR_up
43	YJL161W	507	2.81e-05	0.000309902	0.065543951	0.015648303	3.65027233	0.445285498	0.037075724	0.07247623	0.020834731	0.07247623	FMP33	YJL161W	YJL161W	biological process unknown || molecular function unknown || YJL161W || 1083712	-9.4	0	0.77	down	up	yes	0	1.8e-12	2.53	0.77	0.999	NA	NA	no	ESR_up
44	YGR032W	838	0.000553653	0.003697845	0.041164882	0.011920246	8.000761041	0.32758699	0.000366378	0.063204185	0.009284499	0.063204185	GSC2	GSC2	YGR032W	cell wall organization and biogenesis* || 1,3-beta-glucan synthase activity || YGR032W || 1081286	-9.12	0	0.67	down	NA	yes	0	8.39e-10	3.17	0.75	0.998	NA	up	no	ESR_up
45	YKR046C	19	1.56e-19	4.6e-17	0.048792031	0.005397105	7.911048992	0.152940413	0.000419867	0.012612023	0.009229199	0.012612023	PET10	PET10	YKR046C	aerobic respiration || molecular function unknown || YKR046C || 1081938	-9.06	0	0.6	down	NA	yes	0	3.65e-08	2.07	0.77	0.999	NA	up	no	ESR_up
46	YDL215C	423	1.14e-05	0.00015121	0.044224831	0.010078064	7.199917908	0.176788629	0.000841871	0.04459829	0.008691582	0.04459829	GDH2	GDH2	YDL215C	nitrogen compound metabolism || glutamate dehydrogenase activity || YDL215C || 1081443	-8.75	0	0.46	down	NA	yes	0	4.92e-06	2.28	0.85	1	NA	up	no	ESR_up
47	YGR087C	29	1.6e-17	3.08e-15	0.086981907	0.010209223	3.844376345	0.47743438	0.028516716	0.007061646	0.018113886	0.018113886	PDC6	PDC6	YGR087C	ethanol metabolism || pyruvate decarboxylase activity || YGR087C || 1086317	-8.69	0	0.14	down	NA	NA	0.0337	0.0226	3.22	1.62	1	NA	up	no	ESR_up
48	YDL169C	5048	0.778956646	0.863672811	0.003215182	0.011455014	3.628692859	0.118771714	0.032822527	0.025882719	0.021170233	0.025882719	UGX2	UGX2	YDL169C	biological process unknown || molecular function unknown || YDL169C || 1082654	-8.64	0	0.54	down	NA	yes	0	2.88e-07	2.45	0.81	1	NA	NA	no	ESR_up
49	YLR178C	238	2e-07	4.71e-06	0.060839141	0.011701867	5.397623193	0.295530303	0.005241997	0.056020676	0.008263439	0.056020676	TFS1	TFS1	YLR178C	regulation of proteolysis and peptidolysis || lipid binding* || YLR178C || 1083918	-8.61	0	0.71	down	up	yes	0	1.13e-10	2.25	0.74	0.997	NA	up	no	ESR_up
50	YPR030W	12	4.36e-23	2.03e-20	0.087101926	0.008802228	4.868679609	0.4870851	0.00957711	0.025086264	0.009775684	0.025086264	CSR2	CSR2	YPR030W	cell wall organization and biogenesis* || molecular function unknown || YPR030W || 1086861	-8.59	0	0.37	down	NA	NA	0.00014	7.62e-05	1.04	1.04	1	NA	up	no	ESR_up
51	YNL202W	808	0.000441764	0.003066293	0.056476851	0.016072921	3.248741544	0.349563785	0.045723729	0.069854298	0.028382684	0.069854298	SPS19	SPS19	YNL202W	sporulation (sensu Fungi)* || 2,4-dienoyl-CoA reductase (NADPH) activity || YNL202W || 1084433	-8.58	0	0.32	down	NA	NA	0.00044	0.000326	1.63	0.93	1	NA	up	no	ESR_up
52	YOR338W	1577	0.009381521	0.033296369	0.053191169	0.020475239	3.977644358	0.376037888	0.024882689	0.162678768	0.01652387	0.162678768	YOR338W	YOR338W	YOR338W	biological process unknown || molecular function unknown || YOR338W || 1084854	-8.42	0	0.77	down	NA	yes	0	1.91e-12	2.08	0.7	0.994	NA	up	no	ESR_up
53	YDL214C	1042	0.001635284	0.008780379	0.039913677	0.012672864	3.299659699	0.223171426	0.044594956	0.017414283	0.027256441	0.027256441	PRR2	PRR2	YDL214C	MAPKKK cascade || receptor signaling protein serine/threonine kinase activity || YDL214C || 1086704	-8.37	0	0.28	down	NA	NA	0.00118	0.000841	1.61	1.01	1	NA	up	no	ESR_up
54	YDR258C	474	1.99e-05	0.000235475	0.040005003	0.00937865	6.449327583	0.265922568	0.001663246	0.037688709	0.008082142	0.037688709	HSP78	HSP78	YDR258C	response to stress* || ATPase activity* || YDR258C || 1084111	-8.36	0	0.74	down	up	yes	0	1.91e-11	1.63	0.68	0.991	NA	up	no	ESR_up
55	YIR016W	2430	0.05785198	0.133250012	0.028108628	0.014818833	4.590636327	0.120867673	0.011446746	0.086798978	0.01130911	0.086798978	YIR016W	YIR016W	YIR016W	biological process unknown || molecular function unknown || YIR016W || 1085070	-8.29	0	0.48	down	NA	yes	0	2.57e-06	1.57	0.85	1	NA	NA	no	ESR_up
56	YDR379C-A	1514	0.007853692	0.029033761	0.056396044	0.021215112	2.348710706	0.439079774	0.140754167	0.052510508	0.060607268	0.060607268	YDR379C-A	YDR379C-A	YDR379C-A	biological process unknown || molecular function unknown || YDR379C-A || 1085534	-8.27	0	0.72	down	NA	yes	0	6.15e-11	2.22	0.68	0.992	NA	up	no	ESR_up
57	YGR142W	6	1.94e-29	1.81e-26	0.112000737	0.009941855	5.309797006	1.181239668	0.008351372	0.035868803	0.008429076	0.035868803	BTN2	BTN2	YGR142W	intracellular protein transport* || molecular function unknown || YGR142W || 1082612	-8.25	0	0.55	down	NA	yes	0	2.09e-07	1.98	0.73	0.997	NA	up	no	ESR_up
58	YJR008W	5368	0.90725227	0.945845017	0.001511035	0.012969696	5.236497538	0.124232469	0.00586013	0.069396576	0.008583971	0.069396576	YJR008W	YJR008W	YJR008W	biological process unknown || molecular function unknown || YJR008W || 1082730	-8.22	0	0.78	down	up	yes	0	8.1e-13	2.28	0.67	0.99	NA	NA	no	ESR_up
59	YHR138C	125	9.68e-10	4.33e-08	0.068304758	0.011170684	4.753849185	0.387114402	0.011388194	0.044438923	0.01034455	0.044438923	YHR138C	NA	YHR138C	vacuole fusion, non-autophagic || endopeptidase inhibitor activity || YHR138C || 1084307	-8.21	0	0.64	down	up	yes	0	3.77e-09	2.75	0.71	0.995	NA	down	no	ESR_up
60	YDR342C	207	7.02e-08	1.9e-06	0.142463433	0.026428409	6.768634602	2.042144184	0.011484816	0.300999108	0.008329323	0.300999108	HXT7	HXT7	YDR342C	hexose transport || glucose transporter activity* || YDR342C || 1083741	-8.13	0	0.2	down	NA	NA	0.00856	0.00573	-1.1	1.29	1	NA	up	no	ESR_up
61	YGR070W	515	3.01e-05	0.00032669	0.047679564	0.011425695	5.402301761	0.190926172	0.00484514	0.053559975	0.008255689	0.053559975	ROM1	ROM1	YGR070W	cell wall organization and biogenesis* || signal transducer activity* || YGR070W || 1084320	-8.12	0	0.71	down	NA	yes	0	1.29e-10	2.32	0.64	0.982	NA	up	no	ESR_up
62	YNL237W	882	0.000705709	0.004478291	0.038823356	0.011461271	4.31898979	0.197078443	0.014740414	0.044028983	0.013290374	0.044028983	YTP1	YTP1	YNL237W	biological process unknown || molecular function unknown || YNL237W || 1081587	-8.07	0	0.57	down	NA	yes	0	8.73e-08	1.64	0.71	0.995	NA	up	no	ESR_up
63	YJL144W	214	9.19e-08	2.4e-06	0.113517449	0.021249675	2.729480629	1.19424479	0.158408588	-0.028712323	0.04360948	0.04360948	YJL144W	YJL144W	YJL144W	response to dessication || molecular function unknown || YJL144W || 1085931	-8.03	1e-05	0.74	down	up	NA	0	2.41e-11	2.99	0.63	0.978	NA	up	no	ESR_up
64	YLR149C	858	0.000619598	0.00404393	0.064661607	0.018890956	5.273477103	0.653510156	0.007991896	0.151667134	0.008503773	0.151667134	YLR149C	YLR149C	YLR149C	biological process unknown || molecular function unknown || YLR149C || 1081365	-7.95	1e-05	0.68	down	up	NA	0	7.53e-10	2.19	0.7	0.994	NA	up	no	ESR_up
65	YIL155C	276	7.03e-07	1.42e-05	0.050598105	0.010199952	6.664615173	0.255536261	0.001464369	0.045081576	0.00826233	0.045081576	GUT2	GUT2	YIL155C	carbohydrate metabolism* || glycerol-3-phosphate dehydrogenase activity || YIL155C || 1084864	-7.88	1e-05	0.26	down	NA	NA	0.00236	0.00162	1.08	1.08	1	NA	up	no	ESR_up
66	YER103W	2	6.53e-42	1.83e-38	0.101390315	0.007474831	5.62360211	0.936880957	0.005332654	0.019664372	0.008018378	0.019664372	SSA4	SSA4	YER103W	response to stress* || unfolded protein binding || YER103W || 1084435	-7.84	1e-05	0.63	down	up	NA	0	6.17e-09	2.13	0.68	0.991	NA	up	no	ESR_up
67	YDL223C	271	5.4e-07	1.12e-05	0.053526781	0.010680825	5.812003625	0.236654118	0.003310868	0.04772732	0.007903935	0.04772732	HBT1	HBT1	YDL223C	cellular morphogenesis during conjugation with cellular fusion || molecular function unknown || YDL223C || 1084326	-7.81	1e-05	0.58	down	NA	NA	0	6.77e-08	1.99	0.71	0.995	NA	up	no	ESR_up
68	YKL026C	728	0.000244671	0.001878494	0.055416305	0.015108972	3.570192906	0.290976486	0.033213297	0.068917207	0.022115895	0.068917207	GPX1	GPX1	YKL026C	response to oxidative stress || glutathione peroxidase activity || YKL026C || 1081772	-7.8	1e-05	0.62	down	up	NA	0	1.02e-08	1.86	0.68	0.991	NA	up	no	ESR_up
69	YNL009W	3151	0.159694979	0.28357005	0.015575433	0.01107706	3.542818359	0.099923457	0.032318071	-0.006734235	0.022577161	0.022577161	IDP3	IDP3	YNL009W	fatty acid beta-oxidation* || isocitrate dehydrogenase (NADP+) activity || YNL009W || 1085181	-7.8	1e-05	0.54	down	up	NA	0	3.16e-07	1.87	0.71	0.996	NA	NA	no	ESR_up
70	YKL093W	369	4.35e-06	6.6e-05	0.057738083	0.012568176	3.3189946	0.340741909	0.043826211	0.00471626	0.026842987	0.026842987	MBR1	MBR1	YKL093W	aerobic respiration || molecular function unknown || YKL093W || 1084573	-7.76	1e-05	0.31	down	up	NA	0.00056	0.000439	1.32	0.99	1	NA	up	no	ESR_up
71	YDL204W	221	1.07e-07	2.72e-06	0.08395234	0.015799535	4.686776347	0.556894318	0.01266601	0.099013697	0.010719179	0.099013697	RTN2	RTN2	YDL204W	biological process unknown || molecular function unknown || YDL204W || 1082119	-7.67	2e-05	0.57	down	up	NA	0	8.48e-08	1.7	0.72	0.996	NA	up	no	ESR_up
72	YDL110C	262	4.13e-07	8.83e-06	0.041376082	0.008172678	5.042974703	0.244072031	0.006774899	0.023107425	0.009100939	0.023107425	TMA17	YDL110C	YDL110C	biological process unknown || molecular function unknown || YDL110C || 1084277	-7.64	2e-05	0.71	down	up	NA	0	1.02e-10	2.01	0.65	0.984	NA	NA	no	ESR_up
73	YGR008C	1112	0.00224168	0.011282988	0.048828497	0.01597691	4.906145198	0.351759895	0.008874746	0.105326595	0.009610255	0.105326595	STF2	STF2	YGR008C	ATP synthesis coupled proton transport* || molecular function unknown || YGR008C || 1082502	-7.64	2e-05	0.61	down	up	NA	0	1.56e-08	1.96	0.67	0.989	NA	up	no	ESR_up
74	YKL151C	644	0.000118953	0.001033824	0.031995286	0.008314193	5.189385644	0.161248061	0.006187656	0.024738495	0.008693325	0.024738495	YKL151C	YKL151C	YKL151C	biological process unknown || molecular function unknown || YKL151C || 1085993	-7.62	2e-05	0.79	down	up	NA	0	3.72e-13	2.11	0.61	0.964	NA	up	no	ESR_up
75	YMR250W	397	7.54e-06	0.00010635	0.069291782	0.0154747	5.710525192	0.422346271	0.004237781	0.102896907	0.007963537	0.102896907	GAD1	GAD1	YMR250W	response to oxidative stress* || glutamate decarboxylase activity || YMR250W || 1083281	-7.59	2e-05	0.46	down	up	NA	0	5.69e-06	2.32	0.81	0.999	NA	up	no	ESR_up
76	YNR034W-A	222	1.16e-07	2.93e-06	0.100082981	0.018887368	2.613196185	0.585367852	0.111425489	0.031678378	0.048172898	0.048172898	YNR034W-A	YNR034W-A	YNR034W-A	biological process unknown || molecular function unknown || YNR034W-A || 1080687	-7.58	2e-05	0.43	down	NA	NA	2e-05	1.29e-05	1.77	0.75	0.998	NA	up	no	ESR_up
77	YLL039C	127	1.33e-09	5.84e-08	0.041152482	0.00678601	7.611761506	0.251140627	0.000534702	0.020067545	0.009033254	0.020067545	UBI4	UBI4	YLL039C	response to stress* || protein tag* || YLL039C || 1083026	-7.53	2e-05	0.73	down	up	NA	0	2.87e-11	2.39	0.6	0.956	NA	up	no	ESR_up
78	YIL024C	2721	0.090313331	0.185703054	0.016794134	0.009915372	3.858122108	0.087578211	0.026044829	0.012447802	0.017940081	0.017940081	YIL024C	YIL024C	YIL024C	biological process unknown || molecular function unknown || YIL024C || 1080971	-7.52	2e-05	0.68	down	NA	NA	0	7.02e-10	1.62	0.66	0.988	NA	NA	no	ESR_up
79	YDR018C	309	1.59e-06	2.88e-05	0.074538538	0.015529564	2.929641202	0.393333892	0.069437169	0.038458531	0.036837728	0.038458531	YDR018C	YDR018C	YDR018C	phospholipid biosynthesis || acyltransferase activity || YDR018C || 1082903	-7.49	2e-05	0.62	down	NA	NA	0	1.48e-08	1.24	0.71	0.995	NA	up	no	ESR_up
