ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
11	YOR393W	64	2.04e-13	1.76e-11	0.127706984	0.017384632	3.71647081	0.693404356	0.017664212	0.117548219	0.019848367	0.117548219	ERR1	ERR1	YOR393W	biological process unknown || phosphopyruvate hydratase activity || YOR393W || 1086689	-7.29	2e-05	0.64	down	NA	NA	0	4.05e-09	1.92	0.6	0.958	NA	up	TEL	TELO
12	YAR068W	1884	0.020300172	0.060212011	0.02614506	0.011265765	4.047320864	0.1288401	0.02041821	0.036363312	0.015772214	0.036363312	YAR068W	YAR068W	YAR068W	biological process unknown || molecular function unknown || YAR068W || 1083799	-7.14	3e-05	0.24	down	NA	NA	0.00408	0.00273	1.7	1.14	1	NA	NA	TEL	TELO
13	YAL062W	281	7.65e-07	1.52e-05	0.064735802	0.013093871	4.291615146	0.268489427	0.017069372	0.059635288	0.013513427	0.059635288	GDH3	GDH3	YAL062W	glutamate biosynthesis || glutamate dehydrogenase activity || YAL062W || 1086595	-6.89	3e-05	0.35	down	NA	NA	0.00023	0.000133	1.53	0.77	0.999	NA	up	TEL	TELO
14	YMR323W	30	1.94e-17	3.62e-15	0.153339363	0.018045947	3.597360693	1.17868845	0.066534359	0.079160755	0.021670047	0.079160755	ERR3	ERR3	YMR323W	biological process unknown || phosphopyruvate hydratase activity || YMR323W || 1083995	-6.66	7e-05	0.61	down	NA	NA	0	2.18e-08	1.47	0.58	0.941	NA	up	TEL	TELO
15	YBL113C	1189	0.002865653	0.013478201	0.034896337	0.011703137	5.239499391	0.131376534	0.008103288	0.053172685	0.008577288	0.053172685	YBL113C	YBL113C	YBL113C	biological process unknown || helicase activity || YBL113C || 1081765	-6.58	7e-05	0.58	down	NA	NA	0	8.33e-08	1.62	0.56	0.917	NA	up	TEL	TELO
16	YJR155W	2331	0.047936265	0.115100504	0.055447766	0.028033187	5.713968695	0.70979706	0.005243896	0.3463413	0.007961465	0.3463413	AAD10	AAD10	YJR155W	aldehyde metabolism || aryl-alcohol dehydrogenase activity || YJR155W || 1082240	-6.04	0.00022	0.7	down	NA	NA	0	1.94e-10	1.5	0.5	0.8	NA	NA	TEL	TELO
17	YOR383C	910	0.000793216	0.004878717	0.03929614	0.011712182	5.021453766	0.127162526	0.007649653	0.053721071	0.009171588	0.053721071	FIT3	FIT3	YOR383C	siderophore transport || molecular function unknown || YOR383C || 1083304	-5.99	0.00024	0.05	down	NA	NA	0.215	0.17	-0.11	1.89	1	NA	up	TEL	TELO
18	YBR295W	237	1.92e-07	4.52e-06	0.032520268	0.006245005	6.452290962	0.107216001	0.001724102	0.015724121	0.008084615	0.015724121	PCA1	PCA1	YBR295W	iron ion homeostasis* || ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism || YBR295W || 1082274	-5.82	0.00036	0.32	down	NA	NA	0.00042	0.000306	1.92	0.68	0.991	NA	up	TEL	TELO
19	YDL234C	37	1.18e-16	1.79e-14	0.052334503	0.00631678	6.024924197	0.281354631	0.002914868	0.014936733	0.007895717	0.014936733	GYP7	GYP7	YDL234C	vesicle-mediated transport || Rab GTPase activator activity || YDL234C || 1081912	-5.75	0.00041	0.48	down	NA	NA	0	2.49e-06	1.24	0.59	0.952	NA	up	TEL	TELO
20	YML132W	77	1.66e-12	1.21e-10	0.039937637	0.005656542	6.318507997	0.163002904	0.001079801	0.013235076	0.007986589	0.013235076	COS3	COS3	YML132W	sodium ion homeostasis || protein binding || YML132W || 1083503	-5.75	0.00041	0.49	down	NA	NA	0	2.16e-06	1.48	0.54	0.887	NA	up	TEL	TELO
21	YFR049W	3316	0.193658394	0.326871541	0.011422428	0.008787615	5.029397393	0.049464513	0.00667249	0.027875891	0.009145141	0.027875891	YMR31	YMR31	YFR049W	protein biosynthesis || structural constituent of ribosome || YFR049W || 1081774	-5.72	0.00041	0.55	down	NA	NA	0	2.45e-07	0.99	0.55	0.903	NA	NA	TEL	TELO
22	YOR381W	4996	0.755191993	0.846036322	-0.002831336	0.009080595	4.681042991	0.050683315	0.009132401	0.02775807	0.010752626	0.02775807	FRE3	FRE3	YOR381W	iron ion homeostasis* || ferric-chelate reductase activity || YOR381W || 1086412	-5.72	0.00041	0.14	down	NA	NA	0.0335	0.0224	1.5	1.01	1	NA	NA	TEL	TELO
23	YMR316W	195	5.19e-08	1.49e-06	0.066906153	0.012288174	5.045352033	0.354616428	0.007556385	0.059999055	0.009093327	0.059999055	DIA1	DIA1	YMR316W	pseudohyphal growth* || molecular function unknown || YMR316W || 1080684	-5.47	0.00053	0.29	down	NA	NA	0.00095	0.000645	1.79	0.75	0.998	NA	up	TEL	TELO
24	YBR302C	76	1.66e-12	1.21e-10	0.039937626	0.00565658	6.318507659	0.163004617	0.001079799	0.013235273	0.007986589	0.013235273	COS2	COS2	YBR302C	biological process unknown || molecular function unknown || YBR302C || 1085055	-5.41	0.00057	0.45	down	NA	NA	0	7.01e-06	1.36	0.51	0.813	NA	up	TEL	TELO
25	YFL054C	83	4.88e-12	3.29e-10	0.050196345	0.007265232	4.980931565	0.208423242	0.007732259	0.015882559	0.009313603	0.015882559	YFL054C	YFL054C	YFL054C	water transport || transporter activity* || YFL054C || 1084219	-5.24	0.00087	0.33	down	NA	NA	0.00038	0.000265	0.86	0.66	0.986	NA	up	TEL	TELO
26	YJL225C	895	0.000749124	0.004684743	0.029690736	0.008807853	6.73598391	0.090113588	0.002257981	0.032449709	0.008309206	0.032449709	YJL225C	YJL225C	YJL225C	biological process unknown || helicase activity || YJL225C || 1085531	-5.2	0.00092	0.44	down	NA	NA	1e-05	1.08e-05	1.45	0.49	0.767	NA	up	TEL	TELO
27	YLL060C	3132	0.156544812	0.279797649	0.015133191	0.010681335	3.972587671	0.062897895	0.02208262	0.028960441	0.016580466	0.028960441	GTT2	GTT2	YLL060C	glutathione metabolism || glutathione transferase activity || YLL060C || 1086734	-5.07	0.00126	0.18	down	NA	NA	0.0159	0.0104	1.53	0.77	0.999	NA	NA	TEL	TELO
28	YIL177C	4271	0.478015235	0.626422681	0.011680597	0.016463176	4.404717467	0.112486532	0.034288622	0.086970066	0.012617978	0.086970066	YIL177C	YIL177C	YIL177C	biological process unknown || helicase activity || YIL177C || 1086027	-5.03	0.00142	0.43	down	NA	NA	3e-05	1.62e-05	1.42	0.48	0.726	NA	NA	TEL	TELO
29	YER190W	2736	0.092717567	0.189463389	0.023605217	0.014040416	5.819120368	0.191170977	0.025474068	0.062721256	0.007900912	0.062721256	YRF1-2	YRF1-2	YER190W	telomerase-independent telomere maintenance || DNA helicase activity || YER190W || 1083246	-5.01	0.00148	0.42	down	NA	NA	3e-05	1.69e-05	1.42	0.47	0.675	NA	NA	TEL	TELO
30	YLL057C	9	9.33e-28	5.8e-25	0.139447972	0.012770875	4.367179326	0.928601981	0.019855949	0.053111129	0.012907391	0.053111129	JLP1	JLP1	YLL057C	sulfur metabolism || sulfonate dioxygenase activity || YLL057C || 1083855	-5	0.00149	0.05	down	NA	NA	0.257	0.208	1.93	1.46	1	NA	up	TEL	TELO
31	YGR296W	886	0.000713454	0.004506116	0.026750836	0.007904262	6.988303947	0.100986305	0.002999292	0.024952411	0.008497827	0.024952411	YRF1-3	YRF1-3	YGR296W	telomerase-independent telomere maintenance || DNA helicase activity || YGR296W || 1081731	-4.98	0.00153	0.42	down	NA	NA	4e-05	1.83e-05	1.44	0.48	0.713	NA	up	TEL	TELO
32	YPL283C	887	0.000712951	0.004506116	0.026751595	0.007904034	6.988309518	0.100987506	0.002999307	0.024950784	0.008497832	0.024950784	YRF1-7	YRF1-7	YPL283C	telomerase-independent telomere maintenance || DNA helicase activity || YPL283C || 1082944	-4.96	0.00158	0.42	down	NA	NA	3e-05	1.71e-05	1.41	0.47	0.669	NA	up	TEL	TELO
33	YPR204W	1385	0.005462355	0.022074223	0.028155435	0.010133605	6.355686252	0.105390672	0.007152592	0.038789794	0.008010315	0.038789794	YPR204W	YPR204W	YPR204W	biological process unknown || DNA helicase activity || YPR204W || 1084895	-4.81	0.00188	0.4	down	NA	NA	5e-05	3.54e-05	1.33	0.47	0.677	NA	up	TEL	TELO
34	YFL062W	63	1.88e-13	1.67e-11	0.112601199	0.015305682	3.469925144	1.133340516	0.080940501	0.015534522	0.023866676	0.023866676	COS4	COS4	YFL062W	biological process unknown || molecular function unknown || YFL062W || 1080751	-4.8	0.00193	0.51	down	NA	NA	0	1.16e-06	1.24	0.44	0.526	NA	up	TEL	TELO
35	YLR467W	503	2.66e-05	0.000295024	0.035964157	0.008560455	6.44165017	0.152480809	0.001542897	0.031242415	0.008075779	0.031242415	YRF1-5	YRF1-5	YLR467W	telomerase-independent telomere maintenance || DNA helicase activity || YLR467W || 1081354	-4.7	0.00229	0.39	down	NA	NA	1e-04	4.57e-05	1.36	0.47	0.678	NA	up	TEL	TELO
36	YIR038C	1289	0.003951063	0.017156011	0.024652599	0.008553863	6.124665389	0.073513969	0.002267081	0.030467762	0.007921852	0.030467762	GTT1	GTT1	YIR038C	glutathione metabolism || glutathione transferase activity || YIR038C || 1086551	-4.7	0.00237	0.6	down	up	NA	0	2.47e-08	1.4	0.42	0.46	NA	up	TEL	TELO
37	YBR285W	1560	0.008926891	0.032028083	0.058838773	0.022501852	2.551558806	0.72230266	0.135611391	0.090916753	0.050801861	0.090916753	YBR285W	YBR285W	YBR285W	biological process unknown || molecular function unknown || YBR285W || 1081072	-4.69	0.0024	0.22	down	up	NA	0.00577	0.0039	0.97	0.71	0.995	NA	up	TEL	TELO
38	YOR385W	470	1.89e-05	0.000224797	0.053027907	0.012396141	5.082893526	0.362340237	0.006843681	0.06190409	0.008977911	0.06190409	YOR385W	YOR385W	YOR385W	biological process unknown || molecular function unknown || YOR385W || 1083172	-4.63	0.00273	0.14	down	NA	NA	0.0334	0.0223	1.52	0.82	1	NA	up	TEL	TELO
39	YAR050W	14	6.63e-22	2.47e-19	0.072060674	0.007491259	5.621865925	0.340402276	0.005049599	0.020057427	0.008019573	0.020057427	FLO1	FLO1	YAR050W	flocculation (sensu Saccharomyces) || mannose binding || YAR050W || 1083282	-4.62	0.00275	0.04	down	NA	NA	0.284	0.234	-0.33	1.71	1	NA	up	TEL	TELO
40	YNL339C	2424	0.057532932	0.132788378	0.023125549	0.012176212	6.95680637	0.232376438	0.009867981	0.056462027	0.008470825	0.056462027	YRF1-6	YRF1-6	YNL339C	telomerase-independent telomere maintenance || DNA helicase activity || YNL339C || 1080710	-4.62	0.00276	0.39	down	NA	NA	1e-04	4.47e-05	1.34	0.45	0.602	NA	NA	TEL	TELO
41	YKL221W	1436	0.006217893	0.024235062	0.070856442	0.025897217	2.034129509	0.565311013	0.220062373	-0.029139314	0.079986371	0.079986371	MCH2	MCH2	YKL221W	transport || transporter activity* || YKL221W || 1083254	-4.61	0.00278	0.36	down	NA	NA	0.00014	9.87e-05	0.51	0.48	0.74	NA	up	TEL	TELO
42	YLR466W	340	2.87e-06	4.73e-05	0.033720838	0.007205845	6.551224443	0.118495534	0.007105554	0.016124779	0.008169849	0.016124779	YRF1-4	YRF1-4	YLR466W	telomerase-independent telomere maintenance || DNA helicase activity || YLR466W || 1083852	-4.61	0.00277	0.39	down	NA	NA	1e-04	4.72e-05	1.31	0.46	0.622	NA	up	TEL	TELO
43	YMR311C	3689	0.286693231	0.434974794	0.00585978	0.005500056	5.403841498	0.035906105	0.005280629	0.001922644	0.008253172	0.008253172	GLC8	GLC8	YMR311C	glycogen biosynthesis || enzyme activator activity || YMR311C || 1082078	-4.6	0.00283	0.63	down	NA	NA	0	6.45e-09	1.16	0.36	0.188	NA	NA	TEL	TELO
44	YDR545W	500	2.66e-05	0.000295024	0.035964297	0.008560683	6.441652167	0.152479552	0.001542898	0.031244162	0.00807578	0.031244162	YRF1-1	YRF1-1	YDR545W	telomerase-independent telomere maintenance || DNA helicase activity || YDR545W || 1081111	-4.58	0.00298	0.38	down	NA	NA	1e-04	5.58e-05	1.32	0.45	0.584	NA	up	TEL	TELO
45	YML133C	869	0.000655345	0.004220907	0.035610923	0.010450411	6.272324384	0.143332633	0.008695178	0.0401647	0.007962369	0.0401647	YML133C	YML133C	YML133C	biological process unknown || helicase activity || YML133C || 1083587	-4.58	0.00299	0.4	down	NA	NA	6e-05	3.62e-05	1.31	0.44	0.546	NA	up	TEL	TELO
46	YLL066C	473	1.96e-05	0.000231726	0.042899838	0.010047761	6.065225863	0.157389671	0.01475246	0.030414846	0.007905784	0.030414846	YLL066C	YLL066C	YLL066C	biological process unknown || helicase activity || YLL066C || 1083552	-4.57	0.003	0.39	down	NA	NA	1e-04	5.12e-05	1.32	0.46	0.621	NA	up	TEL	TELO
47	YOR396W	504	2.66e-05	0.000295024	0.035963777	0.008560637	6.441648317	0.15248076	0.001542895	0.031243809	0.008075777	0.031243809	YRF1-8	YOR396W	YOR396W	biological process unknown || helicase activity || YOR396W || 1086399	-4.52	0.00329	0.38	down	NA	NA	0.00012	6.97e-05	1.3	0.46	0.641	NA	NA	TEL	TELO
48	YHR219W	3025	0.138588235	0.256462405	0.034191465	0.02308567	3.808829977	0.40933558	0.108240899	0.130194418	0.018574355	0.130194418	YHR219W	YHR219W	YHR219W	biological process unknown || molecular function unknown || YHR219W || 1084087	-4.51	0.00333	0.39	down	NA	NA	1e-04	5.35e-05	1.32	0.44	0.549	NA	NA	TEL	TELO
49	YOR391C	1670	0.012190755	0.040873287	0.079179615	0.031588781	1.894825787	1.295519877	0.337952946	0.108474982	0.09053307	0.108474982	HSP33	HSP33	YOR391C	biological process unknown || unfolded protein binding* || YOR391C || 1085616	-4.36	0.00431	0.48	NA	NA	NA	0	3.07e-06	1.22	0.45	0.588	NA	up	TEL	TELO
50	YPL278C	5248	0.853183061	0.909921035	-0.003147673	0.017009058	3.088979402	0.118782865	0.09053089	0.038902453	0.032294772	0.038902453	YPL278C	YPL278C	YPL278C	biological process unknown || molecular function unknown || YPL278C || 1085980	-4.35	0.00438	0.24	NA	NA	NA	0.00366	0.00244	0.85	0.62	0.973	NA	NA	TEL	TELO
51	YNR068C	2791	0.099299643	0.199132964	0.016561	0.010047575	3.793087609	0.080597152	0.026382173	0.005377737	0.01878346	0.01878346	YNR068C	YNR068C	YNR068C	biological process unknown || molecular function unknown || YNR068C || 1082751	-4.33	0.00449	0.11	NA	NA	NA	0.0644	0.0455	0.44	0.95	1	NA	NA	TEL	TELO
52	YPL277C	4646	0.615851001	0.742000536	0.005679246	0.011319121	4.769545962	0.070086098	0.010723498	0.04659714	0.010261347	0.04659714	YPL277C	YPL277C	YPL277C	biological process unknown || molecular function unknown || YPL277C || 1086802	-4.24	0.00528	0.24	NA	NA	NA	0.00338	0.00228	0.75	0.58	0.946	NA	NA	TEL	TELO
53	YFL066C	2528	0.067905167	0.150342256	0.031436622	0.017219549	4.449179245	0.247201351	0.055325234	0.077331463	0.012285721	0.077331463	YFL066C	YFL066C	YFL066C	biological process unknown || molecular function unknown || YFL066C || 1086745	-4.18	0.00596	0.28	NA	NA	NA	0.00116	0.000806	0.93	0.43	0.479	NA	NA	TEL	TELO
54	YEL070W	402	8.22e-06	0.000114383	0.094630392	0.021219999	2.444864255	1.064783412	0.145726729	0.009087129	0.055727477	0.055727477	DSF1	YEL070W	YEL070W	biological process unknown || molecular function unknown || YEL070W || 1081666	-4.14	0.0065	0.1	NA	NA	NA	0.09	0.0649	-0.81	0.92	1	NA	NA	TEL	TELO
55	YFR053C	511	2.9e-05	0.000317489	0.110929854	0.026533112	6.451452369	1.679288129	0.003603671	0.31136113	0.008083914	0.31136113	HXK1	HXK1	YFR053C	glucose metabolism* || hexokinase activity || YFR053C || 1080697	-4.12	0.00666	0.09	NA	up	NA	0.101	0.0739	-1.25	0.99	1	NA	up	TEL	TELO
56	YIR033W	2304	0.045247566	0.109917807	-0.012747882	0.006366474	6.373433656	0.043913605	0.001841777	0.016291803	0.00802276	0.016291803	MGA2	MGA2	YIR033W	positive regulation of transcription from RNA polymerase II promoter* || transcriptional activator activity || YIR033W || 1082356	-4.1	0.00688	0.27	NA	NA	NA	0.00143	0.00105	1.04	0.53	0.863	NA	NA	TEL	TELO
57	YLL056C	614	8.81e-05	0.000802754	0.032352235	0.008250333	4.249484433	0.085438464	0.016587905	0.01100023	0.013864988	0.013864988	YLL056C	YLL056C	YLL056C	biological process unknown || molecular function unknown || YLL056C || 1082336	-4.08	0.00712	0.11	NA	NA	NA	0.0628	0.0444	1.43	0.77	0.999	NA	up	TEL	TELO
58	YDL238C	1973	0.024885449	0.07059496	0.017405952	0.007759511	5.661724682	0.109313603	0.003635889	0.023301431	0.007993385	0.023301431	GUD1	GUD1	YDL238C	guanine metabolism || hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides* || YDL238C || 1084723	-4.07	0.00723	0.23	NA	NA	NA	0.00474	0.00317	1.43	0.58	0.945	NA	NA	TEL	TELO
59	YML131W	1551	0.008658996	0.031247195	0.026918755	0.010253858	5.991077416	0.143428232	0.002818443	0.044220787	0.007888781	0.044220787	YML131W	YML131W	YML131W	biological process unknown || molecular function unknown || YML131W || 1083824	-3.85	0.0103	0.2	NA	up	NA	0.00935	0.00617	0.54	0.6	0.958	NA	up	TEL	TELO
60	YJR156C	324	2.09e-06	3.61e-05	0.060712573	0.012795886	3.63149328	0.293708363	0.039817918	0.033435246	0.021126296	0.033435246	THI11	THI11	YJR156C	thiamin biosynthesis || protein binding || YJR156C || 1085711	-3.8	0.0111	0.32	NA	NA	NA	4e-04	0.000296	0.38	0.48	0.711	NA	up	TEL	TELO
61	YOR389W	3808	0.325430826	0.478318365	-0.010830947	0.011014236	5.155478594	0.073050065	0.00684529	0.047429032	0.008777799	0.047429032	YOR389W	YOR389W	YOR389W	biological process unknown || molecular function unknown || YOR389W || 1083074	-3.79	0.0113	0.2	NA	NA	NA	0.00922	0.0061	0.62	0.58	0.946	NA	NA	TEL	TELO
62	YIR025W	2219	0.039077633	0.0985658	0.021734051	0.010533286	3.606899706	0.05329435	0.028121632	0.010967705	0.021516268	0.021516268	MND2	MND2	YIR025W	mitotic sister chromatid segregation* || molecular function unknown || YIR025W || 1085792	-3.7	0.0129	0.54	NA	NA	NA	0	3.55e-07	0.95	0.33	0.0781	NA	NA	TEL	TELO
63	YEL063C	3972	0.376195801	0.529969267	0.005497204	0.00621204	8.193280674	0.086813857	0.000305115	0.016959391	0.00939769	0.016959391	CAN1	CAN1	YEL063C	basic amino acid transport || basic amino acid transporter activity* || YEL063C || 1084682	-3.67	0.0136	0.09	NA	NA	NA	0.114	0.0845	0.44	0.89	1	NA	NA	TEL	TELO
64	YLL058W	313	1.67e-06	2.98e-05	0.032422956	0.006769118	5.766571446	0.082645233	0.003245071	0.017254738	0.00792931	0.017254738	YLL058W	YLL058W	YLL058W	sulfur metabolism || cystathionine gamma-synthase activity || YLL058W || 1083346	-3.66	0.0137	0.03	NA	NA	NA	0.341	0.289	1.59	1.23	1	NA	up	TEL	TELO
65	YKR101W	3052	0.143067125	0.262367857	0.011047169	0.007543488	4.387419541	0.024354778	0.01270799	0.005060141	0.012750349	0.012750349	SIR1	SIR1	YKR101W	chromatin silencing at silent mating-type cassette* || DNA binding* || YKR101W || 1086144	-3.64	0.0141	0.68	NA	NA	NA	0	5.42e-10	1.02	0.32	0.0569	NA	NA	TEL	TELO
66	YPL271W	3194	0.166688621	0.292096497	0.014399507	0.010412374	5.077113802	0.058472961	0.006111203	0.042393648	0.008995111	0.042393648	ATP15	ATP15	YPL271W	ATP synthesis coupled proton transport || hydrogen-transporting ATP synthase activity, rotational mechanism || YPL271W || 1083479	-3.56	0.016	0.32	NA	NA	NA	0.00041	0.000299	0.55	0.46	0.655	NA	NA	TEL	TELO
67	YCR097W	1778	0.016418186	0.05168312	-0.020219845	0.008426746	4.309034214	0.066816295	0.014297208	0.017471933	0.013371044	0.017471933	HMRA1	HMRA1	YCR097W	regulation of transcription, mating-type specific || transcription corepressor activity || YCR097W || 1085705	-3.55	0.0163	0.32	NA	NA	NA	0.00041	0.000302	0.97	0.4	0.354	NA	NA	TEL	TELO
68	YNR067C	1016	0.001479852	0.008152295	-0.014710376	0.004627933	7.750074285	0.036754251	0.000456105	0.008221826	0.009125975	0.009125975	DSE4	DSE4	YNR067C	cytokinesis, completion of separation || glucan 1,3-beta-glucosidase activity || YNR067C || 1083222	-3.54	0.0165	0.28	NA	NA	NA	0.00139	0.000985	0.77	0.47	0.672	NA	down	TEL	TELO
69	YAL056W	1791	0.016691907	0.052163373	-0.011005771	0.004598336	6.757432738	0.019902662	0.001137664	0.001866498	0.008322247	0.008322247	GPB2	GPB2	YAL056W	signal transduction || signal transducer activity || YAL056W || 1085365	-3.53	0.0169	0.37	NA	NA	NA	0.00014	7.33e-05	1.09	0.38	0.248	NA	NA	TEL	TELO
70	YCR096C	4901	0.717288736	0.819152225	-0.021562128	0.059549955	2.574143047	1.269577248	1.536709888	-0.249743	0.049820897	0.049820897	HMRA2	HMRA2	YCR096C	biological process unknown || molecular function unknown || YCR096C || 1081015	-3.49	0.0182	0.36	NA	NA	NA	0.00017	0.000114	1.03	0.38	0.255	NA	NA	TEL	TELO
71	YOR386W	1625	0.011104507	0.038247339	0.025976089	0.010229252	4.798230809	0.106642722	0.008437895	0.03837585	0.010113724	0.03837585	PHR1	PHR1	YOR386W	photoreactive repair || deoxyribodipyrimidine photo-lyase activity || YOR386W || 1082652	-3.48	0.0184	0.45	NA	NA	NA	0	7.44e-06	1.2	0.35	0.126	NA	up	TEL	TELO
72	YHL040C	4534	0.581518614	0.717825154	0.003419535	0.006204163	6.005831971	0.051215628	0.002775832	0.01444492	0.007891584	0.01444492	ARN1	ARN1	YHL040C	iron-siderophore transport || siderophore-iron transporter activity || YHL040C || 1080964	-3.45	0.0189	0.04	NA	NA	NA	0.273	0.223	0.03	1.14	1	NA	NA	TEL	TELO
73	YHL035C	1244	0.003428422	0.015425144	0.031909731	0.010903863	6.244743836	0.110705939	0.00213105	0.051060956	0.007951162	0.051060956	VMR1	NA	YHL035C	transport || ATPase activity, coupled to transmembrane movement of substances || YHL035C || 1084312	-3.43	0.0195	0.06	NA	NA	NA	0.186	0.145	0.63	1.04	1	NA	down	TEL	TELO
74	YIL166C	1535	0.008291512	0.03023296	0.035265655	0.013358391	3.273651451	0.194867933	0.045544971	0.034290135	0.027824837	0.034290135	YIL166C	YIL166C	YIL166C	transport || transporter activity || YIL166C || 1081675	-3.41	0.0202	0.02	NA	NA	NA	0.473	0.422	1.35	1.53	1	NA	up	TEL	TELO
75	YCL067C	5498	0.958507757	0.975596306	0.000504425	0.00969559	3.810693322	0.278223221	0.023506781	-0.000261483	0.018549817	0.018549817	HMLALPHA2	HMLALPHA2	YCL067C	regulation of transcription from RNA polymerase II promoter* || transcription corepressor activity || YCL067C || 1084766	-3.4	0.0204	0.37	NA	NA	NA	0.00014	8.41e-05	1	0.37	0.228	NA	NA	TEL	TELO
76	YIR035C	4908	0.721532804	0.822957426	-0.004439049	0.01245486	5.806791859	0.096297561	0.003313477	0.066087144	0.007906311	0.066087144	YIR035C	YIR035C	YIR035C	biological process unknown || molecular function unknown || YIR035C || 1086706	-3.38	0.0209	0.12	NA	NA	NA	0.059	0.0417	1.37	0.66	0.988	NA	NA	TEL	TELO
